task_id,title,description,category,priority,status,created_date,due_date,completion_date,assigned_to,created_by,manager,department,estimated_hours,actual_hours,complexity_score,dependencies_count,user_current_workload,user_experience_level,task_age_days,is_overdue
TASK_000482,Task 482: Create streamlined report for system integration stakeholders,Design advanced interface for performance monitoring application. create critical report for client onboarding stakeholders,Finance,Medium,In Progress,2025-04-22,2025-04-23,,user_108,user_059,manager_05,Legal,12.82,18.39,2.9,1,12,8.7,55,True
TASK_000483,Task 483: Monitor routine metrics for client onboarding dashboard,Implement urgent functionality for the data migration module. prepare new presentation for system integration meeting,Testing,Low,In Progress,2025-01-30,2025-02-03,,user_198,user_043,manager_14,Engineering,5.47,3.99,3.2,1,7,3.1,137,True
TASK_000484,Task 484: Design complex interface for user authentication application,Configure routine settings for performance monitoring deployment. fix critical bug in system integration system,Data Analysis,High,Completed,2025-05-22,2025-05-28,,user_081,user_089,manager_01,Legal,1.81,2.03,6.8,0,12,6.7,25,False
TASK_000485,Task 485: Validate critical requirements for workflow automation project,Configure enhanced settings for system integration deployment. optimize complex performance in workflow automation database,Legal,Medium,Completed,2025-06-12,2025-06-15,,user_167,user_104,manager_25,Marketing,24.48,18.78,5.6,3,4,6.0,4,False
TASK_000486,Task 486: Fix automated bug in system integration system,Conduct streamlined research on security audit market trends. review and update routine documentation for system integration process,Research,High,Not Started,2025-09-10,2025-09-17,,user_006,user_008,manager_29,Legal,,,6.4,0,7,5.4,-86,False
TASK_000487,Task 487: Analyze enhanced data for performance monitoring optimization,Validate critical requirements for system integration project. review and update new documentation for client onboarding process,Research,Medium,Completed,2025-09-03,2025-09-10,2025-09-07,user_167,user_032,manager_15,Sales,9.72,6.85,7.5,0,7,,-79,False
TASK_000488,Task 488: Test complex feature in compliance check environment,Validate routine requirements for compliance check project. test comprehensive feature in performance monitoring environment,Research,Medium,In Progress,2025-02-27,2025-03-04,,user_134,user_189,manager_08,Engineering,8.46,9.86,2.2,0,8,6.3,109,True
TASK_000489,Task 489: Create urgent report for payment processing stakeholders,Design critical interface for inventory management application. review and update advanced documentation for user authentication process,Sales,Low,Completed,2025-02-22,2025-03-15,2025-03-14,user_095,user_174,manager_17,HR,12.11,13.51,2.7,0,5,6.6,114,False
TASK_000490,Task 490: Analyze complex data for workflow automation optimization,Configure critical settings for workflow automation deployment. validate urgent requirements for inventory management project,Data Analysis,Medium,On Hold,2025-03-11,2025-03-14,,user_183,user_118,manager_05,Operations,4.75,,4.8,0,5,5.8,97,True
TASK_000491,Task 491: Conduct advanced research on security audit market trends,Develop urgent strategy for user authentication campaign. validate automated requirements for system integration project,Marketing,Critical,On Hold,2025-02-16,2025-02-21,,user_105,user_029,manager_04,Sales,,,5.3,1,8,4.8,120,True
TASK_000492,Task 492: Implement routine functionality for the data migration module,Review and update comprehensive documentation for performance monitoring process. create streamlined report for performance monitoring stakeholders,Customer Support,High,Completed,2025-01-01,2025-01-07,,user_037,user_151,manager_14,Engineering,53.36,50.38,6.4,1,9,6.5,166,False
TASK_000493,Task 493: Design urgent interface for user authentication application,Review and update routine documentation for client onboarding process. review and update new documentation for inventory management process,Customer Support,High,In Progress,2025-05-25,2025-05-30,,user_097,user_122,manager_27,Operations,14.15,11.41,4.9,1,5,7.5,22,True
TASK_000494,Task 494: Configure urgent settings for workflow automation deployment,Configure urgent settings for data migration deployment. monitor comprehensive metrics for payment processing dashboard,Project Management,Low,Not Started,2025-07-15,2025-07-16,,user_087,user_139,manager_02,Operations,205.05,,5.5,0,7,4.7,-29,False
TASK_000495,Task 495: Validate streamlined requirements for payment processing project,Monitor automated metrics for user authentication dashboard. optimize streamlined performance in system integration database,Finance,Low,Completed,2025-02-19,2025-02-25,,user_022,user_050,manager_20,Finance,19.25,14.29,6.2,0,7,5.0,117,False
TASK_000496,Task 496: Test urgent feature in system integration environment,Integrate new API with payment processing service. configure routine settings for data migration deployment,Development,Low,Completed,2025-05-07,2025-05-10,,user_063,user_181,manager_27,Finance,30.9,41.57,6.6,1,5,8.9,40,False
TASK_000497,Task 497: Fix complex bug in user authentication system,Develop new strategy for client onboarding campaign. fix automated bug in inventory management system,Development,High,In Progress,2025-09-14,2025-09-18,,user_030,user_026,manager_18,Marketing,12.39,10.48,2.7,0,9,5.6,-90,False
TASK_000498,Task 498: Design streamlined interface for inventory management application,Configure automated settings for user authentication deployment. optimize comprehensive performance in data migration database,Development,Medium,Completed,2025-01-16,2025-01-19,2025-01-18,user_037,user_106,manager_29,Sales,9.45,13.73,7.6,1,5,7.4,151,False
TASK_000499,Task 499: Implement enhanced functionality for the security audit module,Prepare complex presentation for compliance check meeting. test urgent feature in system integration environment,Project Management,High,In Progress,2025-09-02,2025-09-10,,user_016,user_082,manager_15,Finance,5.39,5.86,1.8,0,9,7.7,-78,False
TASK_000500,Task 500: Test new feature in performance monitoring environment,Conduct complex research on payment processing market trends. test routine feature in data migration environment,Research,Low,Completed,2025-07-14,2025-07-15,2025-07-15,user_129,user_053,manager_26,Marketing,14.67,21.83,5.5,1,5,6.2,-28,False
TASK_000501,Task 501: Conduct critical research on system integration market trends,Develop new strategy for user authentication campaign. monitor urgent metrics for compliance check dashboard,Research,Low,In Progress,2025-03-13,2025-03-14,,user_124,user_070,manager_20,Sales,56.24,56.47,,3,7,5.6,95,True
TASK_000502,Task 502: Configure enhanced settings for compliance check deployment,Monitor routine metrics for performance monitoring dashboard. implement automated functionality for the system integration module,HR,Medium,In Progress,2025-01-22,2025-01-29,,user_032,user_036,manager_24,Finance,,9.98,4.0,1,9,5.9,145,True
TASK_000503,Task 503: Conduct comprehensive research on client onboarding market trends,Configure streamlined settings for workflow automation deployment. analyze enhanced data for client onboarding optimization,Marketing,Low,In Progress,2025-04-04,2025-04-11,,user_005,user_178,manager_05,Operations,21.58,51.97,4.5,3,12,7.5,73,True
TASK_000504,Task 504: Design critical interface for system integration application,Integrate urgent API with inventory management service. conduct advanced research on payment processing market trends,Operations,Low,Completed,2025-01-02,2025-01-15,,user_172,user_114,manager_22,Engineering,94.87,128.1,5.6,1,8,4.3,165,False
TASK_000505,Task 505: Create critical report for data migration stakeholders,Monitor new metrics for payment processing dashboard. develop comprehensive strategy for security audit campaign,Customer Support,High,In Progress,2024-12-22,2024-12-25,,user_072,user_175,manager_30,Operations,1.96,1.51,3.4,2,7,3.1,176,True
TASK_000506,Task 506: Analyze enhanced data for security audit optimization,Develop comprehensive strategy for user authentication campaign. analyze urgent data for compliance check optimization,Design,Medium,Completed,2024-12-21,2025-01-04,2025-01-09,user_102,user_029,manager_28,Sales,22.55,24.69,7.1,0,7,6.5,177,False
TASK_000507,Task 507: Configure complex settings for compliance check deployment,Optimize automated performance in payment processing database. optimize automated performance in payment processing database,Documentation,Low,Not Started,2025-04-29,2025-05-06,,user_059,user_134,manager_24,Legal,,,4.6,1,8,4.6,48,True
TASK_000508,Task 508: Monitor new metrics for system integration dashboard,Optimize streamlined performance in system integration database. integrate urgent api with user authentication service,Sales,High,Completed,2025-01-13,2025-01-20,,user_083,user_111,manager_28,HR,39.83,49.56,3.4,1,10,5.0,154,False
TASK_000509,Task 509: Create routine report for user authentication stakeholders,Integrate enhanced API with user authentication service. analyze critical data for system integration optimization,Customer Support,Medium,In Progress,2025-05-28,2025-06-04,,user_021,user_147,manager_26,Engineering,106.55,93.82,4.9,0,4,6.2,19,True
TASK_000510,Task 510: Review and update enhanced documentation for security audit process,Design comprehensive interface for performance monitoring application. review and update advanced documentation for user authentication process,Customer Support,Low,Completed,2025-07-27,2025-08-01,,user_152,user_161,manager_30,Sales,9.6,8.62,5.4,1,9,3.1,-41,False
TASK_000511,Task 511: Create new report for client onboarding stakeholders,Conduct enhanced research on payment processing market trends. prepare complex presentation for compliance check meeting,Customer Support,High,Completed,2025-02-04,2025-02-06,,user_149,user_032,manager_03,Engineering,8.6,8.61,3.3,1,8,7.1,132,False
TASK_000512,Task 512: Validate advanced requirements for data migration project,Implement urgent functionality for the user authentication module. analyze complex data for inventory management optimization,Testing,Critical,Completed,2025-02-08,2025-02-10,,user_144,user_014,manager_10,Legal,2.95,2.29,3.7,3,5,5.1,128,False
TASK_000513,Task 513: Test complex feature in compliance check environment,Implement urgent functionality for the inventory management module. develop critical strategy for compliance check campaign,HR,High,Completed,2025-02-07,2025-02-11,2025-02-13,user_007,user_117,manager_17,Sales,,6.33,5.6,4,8,4.2,129,False
TASK_000514,Task 514: Optimize enhanced performance in compliance check database,Design routine interface for performance monitoring application. create critical report for workflow automation stakeholders,Legal,Low,In Progress,2025-08-02,2025-08-11,,user_012,user_016,manager_05,Sales,59.8,66.41,7.2,0,8,6.1,-47,False
TASK_000515,Task 515: Create streamlined report for compliance check stakeholders,Integrate routine API with data migration service. design urgent interface for performance monitoring application,HR,Low,Completed,2025-06-11,2025-06-13,2025-06-14,user_133,user_151,manager_22,Operations,14.31,12.74,5.2,1,17,6.2,5,False
TASK_000516,Task 516: Conduct new research on inventory management market trends,Create enhanced report for security audit stakeholders. configure enhanced settings for payment processing deployment,Marketing,Low,Completed,2025-03-24,2025-03-30,,user_178,user_178,manager_15,Finance,46.47,64.2,2.5,1,10,7.7,84,False
TASK_000517,Task 517: Create complex report for performance monitoring stakeholders,Fix comprehensive bug in data migration system. review and update urgent documentation for user authentication process,Customer Support,Medium,Not Started,2025-04-09,2025-04-14,,user_164,user_058,,Marketing,11.64,,4.9,3,12,5.7,68,True
TASK_000518,Task 518: Test enhanced feature in workflow automation environment,Validate comprehensive requirements for inventory management project. test critical feature in data migration environment,Data Analysis,Low,In Progress,2024-12-21,2025-01-02,,user_008,user_143,manager_04,Marketing,9.19,7.86,,1,5,6.0,177,True
TASK_000519,Task 519: Prepare comprehensive presentation for user authentication meeting,Implement enhanced functionality for the security audit module. analyze automated data for security audit optimization,Infrastructure,Critical,Completed,2025-05-01,2025-05-18,,user_087,user_142,manager_08,Marketing,17.28,14.53,5.8,0,15,5.8,46,False
TASK_000520,Task 520: Review and update new documentation for data migration process,Fix advanced bug in client onboarding system. integrate enhanced api with performance monitoring service,Customer Support,Low,In Progress,2025-04-19,2025-04-25,,user_044,user_135,manager_26,Finance,7.2,10.11,6.7,0,12,9.6,58,True
TASK_000521,Task 521: Design automated interface for security audit application,Test routine feature in inventory management environment. validate comprehensive requirements for client onboarding project,HR,Low,In Progress,2025-07-25,2025-08-03,,user_063,user_012,manager_25,Finance,33.11,45.81,2.9,2,6,4.8,-39,False
TASK_000522,Task 522: Design comprehensive interface for security audit application,Implement streamlined functionality for the data migration module. monitor routine metrics for compliance check dashboard,Infrastructure,High,In Progress,2025-08-25,2025-08-27,,user_121,user_170,manager_20,Engineering,5.22,5.28,6.0,0,7,5.1,-70,False
TASK_000523,Task 523: Prepare routine presentation for client onboarding meeting,Develop routine strategy for workflow automation campaign. design comprehensive interface for client onboarding application,Operations,Low,In Progress,2025-08-22,2025-08-25,,user_127,user_122,manager_09,Finance,64.66,92.91,5.6,1,4,7.0,-67,False
TASK_000524,Task 524: Implement enhanced functionality for the security audit module,Integrate enhanced API with workflow automation service. monitor enhanced metrics for inventory management dashboard,Design,High,Not Started,2025-05-23,2025-06-06,,user_041,user_096,manager_09,Finance,11.09,,6.4,2,13,8.2,24,True
TASK_000525,Task 525: Prepare advanced presentation for performance monitoring meeting,,Customer Support,High,Not Started,2025-09-06,2025-09-09,,user_110,user_116,manager_15,HR,6.72,,6.0,1,9,6.4,-82,False
TASK_000526,Task 526: Prepare urgent presentation for client onboarding meeting,Analyze critical data for user authentication optimization. design urgent interface for security audit application,Research,Medium,In Progress,2025-01-25,2025-02-14,,user_129,user_132,manager_18,Operations,24.93,22.96,,1,13,7.0,142,True
TASK_000527,Task 527: Review and update advanced documentation for client onboarding process,Implement routine functionality for the security audit module. create enhanced report for client onboarding stakeholders,Research,Low,Cancelled,2025-05-21,2025-05-31,,user_197,user_175,manager_28,Sales,16.44,,6.8,1,8,7.9,26,False
TASK_000528,Task 528: Optimize automated performance in system integration database,Integrate streamlined API with user authentication service. prepare streamlined presentation for performance monitoring meeting,Data Analysis,Medium,In Progress,2025-06-13,2025-06-16,,user_104,user_104,manager_27,Finance,12.97,9.2,10.0,3,4,6.8,3,False
TASK_000529,Task 529: Prepare automated presentation for inventory management meeting,Test enhanced feature in security audit environment. develop enhanced strategy for system integration campaign,HR,Medium,In Progress,2025-08-14,2025-08-29,,user_119,user_088,manager_26,Engineering,20.85,17.73,1.6,1,10,6.0,-59,False
TASK_000530,Task 530: Validate critical requirements for security audit project,Develop urgent strategy for system integration campaign. implement comprehensive functionality for the data migration module,HR,Medium,Not Started,2025-02-21,2025-03-02,,user_128,user_169,manager_27,Sales,9.99,,6.0,0,6,3.4,115,True
TASK_000531,Task 531: Fix critical bug in inventory management system,Prepare routine presentation for performance monitoring meeting. create complex report for user authentication stakeholders,HR,Medium,Completed,2025-01-03,2025-01-04,,user_040,user_085,manager_19,Operations,6.57,9.4,4.9,1,13,4.4,164,False
TASK_000532,Task 532: Fix critical bug in security audit system,Fix advanced bug in system integration system. fix enhanced bug in workflow automation system,Testing,Low,In Progress,2025-06-04,2025-06-14,,user_078,user_024,manager_06,Engineering,27.59,23.23,3.4,0,7,6.8,12,True
TASK_000533,Task 533: Optimize urgent performance in user authentication database,Design enhanced interface for payment processing application. integrate critical api with performance monitoring service,Design,Medium,Completed,2025-04-16,2025-04-18,2025-04-18,user_117,user_015,manager_12,Finance,230.71,329.42,,0,8,5.6,61,False
TASK_000534,Task 534: Review and update automated documentation for system integration process,Fix urgent bug in payment processing system. fix enhanced bug in data migration system,Data Analysis,Critical,Completed,2025-04-02,2025-04-19,2025-04-25,user_171,user_122,manager_06,Finance,2.02,1.92,5.4,2,8,7.8,75,False
TASK_000535,Task 535: Validate urgent requirements for performance monitoring project,Test new feature in data migration environment. develop advanced strategy for inventory management campaign,HR,High,Completed,2025-04-23,2025-04-24,2025-04-25,user_126,user_118,manager_15,Finance,136.44,166.05,5.9,0,4,6.7,54,False
TASK_000536,Task 536: Create streamlined report for inventory management stakeholders,Optimize automated performance in inventory management database. test automated feature in compliance check environment,Legal,Medium,In Progress,2025-07-27,2025-07-31,,user_047,user_179,manager_19,Engineering,5.16,7.52,,2,6,,-41,False
TASK_000537,Task 537: Monitor automated metrics for performance monitoring dashboard,Integrate routine API with performance monitoring service. configure advanced settings for security audit deployment,Infrastructure,Low,Completed,2025-08-27,2025-09-03,2025-09-05,user_032,user_095,manager_03,Legal,10.94,14.37,,2,10,5.7,-72,False
TASK_000538,Task 538: Develop automated strategy for performance monitoring campaign,Test routine feature in user authentication environment. develop new strategy for payment processing campaign,Finance,High,In Progress,2025-08-11,2025-08-16,,user_050,user_102,manager_02,Engineering,19.52,24.73,7.5,0,6,6.9,-56,False
TASK_000539,Task 539: Configure urgent settings for workflow automation deployment,Develop advanced strategy for payment processing campaign. conduct enhanced research on workflow automation market trends,Documentation,Low,Not Started,2025-08-16,2025-08-21,,user_042,user_044,manager_27,Engineering,37.05,,7.6,1,10,8.0,-61,False
TASK_000540,Task 540: Design streamlined interface for payment processing application,Conduct critical research on data migration market trends. review and update new documentation for performance monitoring process,Documentation,Medium,Not Started,2025-07-31,2025-08-01,,user_009,user_173,manager_18,Marketing,12.03,,4.7,1,5,5.2,-45,False
TASK_000541,Task 541: Implement routine functionality for the payment processing module,Fix streamlined bug in workflow automation system. implement complex functionality for the user authentication module,Development,Low,Completed,2025-06-29,2025-07-11,,user_064,user_096,manager_30,Marketing,9.15,13.32,2.6,1,7,5.2,-13,False
TASK_000542,Task 542: Monitor enhanced metrics for payment processing dashboard,Test advanced feature in data migration environment. validate automated requirements for user authentication project,Sales,Low,Completed,2025-09-06,2025-09-08,2025-09-08,user_144,user_161,manager_07,Finance,3.88,4.4,5.2,3,12,5.4,-82,False
TASK_000543,Task 543: Review and update enhanced documentation for security audit process,Review and update comprehensive documentation for client onboarding process. design new interface for inventory management application,Finance,Medium,Completed,2025-05-28,2025-06-01,2025-05-31,user_057,user_017,manager_22,Legal,26.08,31.28,1.6,1,6,,19,False
TASK_000544,Task 544: Integrate enhanced API with inventory management service,Analyze complex data for workflow automation optimization. review and update routine documentation for compliance check process,Documentation,Medium,On Hold,2025-04-25,2025-04-28,,user_154,user_084,manager_21,Operations,11.72,,4.4,2,5,4.6,52,True
TASK_000545,Task 545: Integrate automated API with client onboarding service,Design comprehensive interface for workflow automation application. review and update comprehensive documentation for user authentication process,HR,Medium,On Hold,2025-08-04,2025-08-25,,user_060,user_129,manager_19,Operations,,,2.7,2,4,7.1,-49,False
TASK_000546,Task 546: Test new feature in compliance check environment,Prepare advanced presentation for performance monitoring meeting. test critical feature in security audit environment,HR,High,In Progress,2025-01-27,2025-02-05,,user_076,user_052,manager_05,HR,5.61,4.1,2.8,1,5,5.5,140,True
TASK_000547,Task 547: Optimize urgent performance in client onboarding database,Design streamlined interface for client onboarding application. configure new settings for system integration deployment,Project Management,Medium,Completed,2025-07-18,2025-07-24,,user_074,user_193,manager_01,Marketing,2.97,2.86,,0,13,7.3,-32,False
TASK_000548,Task 548: Conduct new research on security audit market trends,Prepare enhanced presentation for compliance check meeting. monitor critical metrics for system integration dashboard,Marketing,Medium,In Progress,2025-03-21,2025-03-22,,user_126,user_018,manager_07,Engineering,20.36,16.56,,1,7,5.0,87,True
TASK_000549,Task 549: Review and update automated documentation for compliance check process,Conduct enhanced research on security audit market trends. conduct advanced research on inventory management market trends,Legal,High,Completed,2025-08-14,2025-08-19,2025-08-20,user_063,user_109,manager_06,Finance,26.99,25.05,,0,7,7.1,-59,False
TASK_000550,Task 550: Configure enhanced settings for performance monitoring deployment,Monitor urgent metrics for payment processing dashboard. create critical report for inventory management stakeholders,Documentation,Medium,Completed,2025-08-16,2025-08-17,2025-08-17,user_189,user_111,manager_25,Marketing,23.27,97.66,7.1,0,7,3.9,-61,False
TASK_000551,Task 551: Monitor advanced metrics for performance monitoring dashboard,Optimize routine performance in data migration database. conduct automated research on performance monitoring market trends,Sales,High,In Progress,2025-08-12,2025-08-13,,user_144,user_156,manager_16,Engineering,42.98,54.66,4.9,0,10,7.9,-57,False
TASK_000552,Task 552: Integrate enhanced API with user authentication service,Implement routine functionality for the client onboarding module. develop critical strategy for inventory management campaign,Sales,Critical,In Progress,2025-06-27,2025-07-08,,user_151,user_019,manager_14,Engineering,20.78,16.62,3.0,2,11,5.2,-11,False
TASK_000553,Task 553: Design enhanced interface for inventory management application,Analyze comprehensive data for system integration optimization. validate urgent requirements for client onboarding project,Legal,Medium,Not Started,2025-01-16,2025-01-19,,user_109,user_189,manager_08,Marketing,9.25,,5.0,0,12,4.5,151,True
TASK_000554,Task 554: Integrate comprehensive API with user authentication service,Validate automated requirements for performance monitoring project. optimize urgent performance in data migration database,Research,High,In Progress,2025-04-23,2025-05-04,,user_170,user_042,manager_01,Engineering,13.06,15.87,5.1,1,12,6.2,54,True
TASK_000555,Task 555: Fix complex bug in payment processing system,Conduct enhanced research on inventory management market trends. design critical interface for performance monitoring application,Legal,High,In Progress,2025-05-21,2025-06-28,,user_098,user_151,manager_10,Operations,9.66,13.53,5.9,4,9,7.6,26,False
TASK_000556,Task 556: Review and update advanced documentation for compliance check process,Prepare comprehensive presentation for data migration meeting. analyze enhanced data for inventory management optimization,Legal,Medium,Not Started,2025-05-24,2025-05-30,,user_126,user_001,manager_04,Engineering,14.51,,3.1,4,4,5.3,23,True
TASK_000557,Task 557: Fix routine bug in inventory management system,Configure streamlined settings for inventory management deployment. design automated interface for client onboarding application,Documentation,Low,On Hold,2025-02-24,2025-02-27,,user_029,user_116,manager_19,Legal,17.49,,2.4,0,8,7.1,112,True
TASK_000558,Task 558: Test new feature in data migration environment,Prepare enhanced presentation for performance monitoring meeting. integrate critical api with workflow automation service,Finance,High,In Progress,2025-02-11,2025-02-14,,user_043,user_021,manager_10,Engineering,15.73,14.49,4.1,3,5,6.4,125,True
TASK_000559,Task 559: Optimize enhanced performance in workflow automation database,Develop advanced strategy for user authentication campaign. implement streamlined functionality for the user authentication module,Finance,Low,On Hold,2025-01-08,2025-01-26,,user_002,user_097,manager_20,Finance,29.04,,4.3,0,4,4.5,159,True
TASK_000560,Task 560: Prepare streamlined presentation for workflow automation meeting,Develop comprehensive strategy for compliance check campaign. fix comprehensive bug in client onboarding system,Finance,High,Not Started,2025-06-11,2025-06-13,,user_062,user_093,manager_22,HR,70.45,,4.9,0,11,5.3,5,True
TASK_000561,Task 561: Implement comprehensive functionality for the client onboarding module,Prepare advanced presentation for user authentication meeting. develop critical strategy for data migration campaign,Development,Low,In Progress,2025-02-18,2025-02-19,,user_072,user_180,manager_25,Legal,60.46,64.18,,3,4,6.1,118,True
TASK_000562,Task 562: Monitor urgent metrics for system integration dashboard,Fix enhanced bug in user authentication system. configure comprehensive settings for user authentication deployment,Finance,Medium,On Hold,2025-06-20,2025-06-28,,user_189,user_084,manager_22,HR,2.99,,2.2,0,12,5.0,-4,False
TASK_000563,Task 563: Develop critical strategy for compliance check campaign,Prepare advanced presentation for client onboarding meeting. fix urgent bug in payment processing system,Legal,High,Not Started,2025-07-03,2025-07-04,,user_037,user_134,manager_29,Finance,11.35,,3.6,0,12,5.7,-17,False
TASK_000564,Task 564: Validate routine requirements for user authentication project,Design urgent interface for payment processing application. analyze routine data for workflow automation optimization,Documentation,Medium,In Progress,2025-08-03,2025-08-15,,user_124,user_170,manager_18,Marketing,35.06,29.32,,1,10,5.3,-48,False
TASK_000565,Task 565: Validate advanced requirements for payment processing project,Fix new bug in data migration system. integrate comprehensive api with inventory management service,Project Management,Medium,On Hold,2025-05-10,2025-05-11,,user_122,user_172,manager_04,Operations,9.78,,4.1,0,2,5.0,37,True
TASK_000566,Task 566: Conduct urgent research on payment processing market trends,Prepare comprehensive presentation for security audit meeting. integrate complex api with compliance check service,Testing,High,Completed,2025-06-11,2025-06-19,2025-06-21,user_189,user_186,manager_13,Operations,17.71,20.36,5.6,2,8,7.1,5,False
TASK_000567,Task 567: Prepare enhanced presentation for security audit meeting,Analyze advanced data for performance monitoring optimization. review and update advanced documentation for payment processing process,Marketing,Low,Completed,2025-03-24,2025-04-23,,user_030,user_147,manager_12,Marketing,10.59,15.5,7.7,2,6,,84,False
TASK_000568,Task 568: Implement streamlined functionality for the user authentication module,Optimize routine performance in security audit database. monitor critical metrics for inventory management dashboard,Marketing,Low,Completed,2025-06-22,2025-07-01,,user_033,user_134,manager_22,Finance,17.39,62.23,5.0,4,8,8.5,-6,False
TASK_000569,Task 569: Create automated report for performance monitoring stakeholders,Monitor enhanced metrics for workflow automation dashboard. configure urgent settings for data migration deployment,HR,Medium,Not Started,2025-05-12,2025-05-19,,user_180,user_009,manager_20,Sales,7.36,,8.3,1,9,6.1,35,True
TASK_000570,Task 570: Validate advanced requirements for performance monitoring project,Monitor complex metrics for workflow automation dashboard. configure enhanced settings for workflow automation deployment,Research,Critical,In Progress,2025-06-28,2025-07-07,,user_040,user_184,manager_07,Legal,15.75,21.23,3.5,1,5,4.7,-12,False
TASK_000571,Task 571: Implement automated functionality for the workflow automation module,Validate critical requirements for performance monitoring project. monitor automated metrics for user authentication dashboard,Operations,Low,Not Started,2025-07-06,2025-07-13,,user_090,user_194,manager_13,HR,14.53,,4.3,0,11,5.2,-20,False
TASK_000572,Task 572: Validate streamlined requirements for performance monitoring project,Validate enhanced requirements for system integration project. fix advanced bug in data migration system,Marketing,Low,Not Started,2025-01-14,2025-01-22,,user_182,user_078,manager_15,Operations,11.72,,8.3,0,12,9.1,153,True
TASK_000573,Task 573: Design urgent interface for workflow automation application,Analyze automated data for security audit optimization. test enhanced feature in user authentication environment,Marketing,High,In Progress,2025-02-08,2025-02-10,,user_038,user_097,manager_14,Operations,15.63,22.52,4.6,2,9,3.6,128,True
TASK_000574,Task 574: Develop automated strategy for user authentication campaign,Review and update routine documentation for client onboarding process. optimize critical performance in data migration database,Finance,Low,Not Started,2025-07-12,2025-07-23,,user_102,user_126,manager_10,Operations,13.02,,8.9,2,9,4.3,-26,False
TASK_000575,Task 575: Design critical interface for payment processing application,Prepare urgent presentation for inventory management meeting. analyze urgent data for client onboarding optimization,Development,Low,Completed,2025-02-17,2025-02-19,2025-02-18,user_165,user_172,manager_30,Finance,14.03,16.41,5.7,1,5,6.9,119,False
TASK_000576,Task 576: Develop streamlined strategy for payment processing campaign,Prepare complex presentation for data migration meeting. fix urgent bug in inventory management system,Research,Low,Not Started,2025-02-20,2025-02-27,,user_138,user_048,manager_13,Legal,7.38,,5.4,3,6,4.5,116,True
TASK_000577,Task 577: Fix routine bug in system integration system,Prepare routine presentation for workflow automation meeting. review and update routine documentation for compliance check process,Operations,Medium,Completed,2025-02-19,2025-03-02,,user_054,user_169,manager_29,Engineering,7.43,8.76,3.4,1,11,6.7,117,False
TASK_000578,Task 578: Conduct urgent research on client onboarding market trends,Review and update new documentation for data migration process. optimize enhanced performance in data migration database,Testing,Critical,Not Started,2025-04-28,2025-05-07,,user_009,user_022,manager_04,Finance,8.03,,6.3,0,9,5.8,49,True
TASK_000579,Task 579: Conduct automated research on inventory management market trends,Configure new settings for security audit deployment. analyze new data for system integration optimization,Infrastructure,Medium,In Progress,2025-05-17,2025-05-20,,user_114,user_036,manager_19,HR,,2.41,3.2,2,11,4.7,30,True
TASK_000580,Task 580: Create complex report for system integration stakeholders,Conduct enhanced research on payment processing market trends. configure new settings for security audit deployment,Development,Medium,Not Started,2025-03-24,2025-03-30,,user_056,user_035,manager_20,Finance,10.72,,4.6,3,12,9.0,84,True
TASK_000581,Task 581: Create streamlined report for data migration stakeholders,Validate complex requirements for inventory management project. review and update routine documentation for performance monitoring process,Research,Critical,Not Started,2025-07-01,2025-07-10,,user_042,user_103,manager_15,Engineering,2.86,,,0,6,5.3,-15,False
TASK_000582,Task 582: Configure critical settings for data migration deployment,Conduct enhanced research on payment processing market trends. configure streamlined settings for security audit deployment,Legal,Low,In Progress,2025-06-26,2025-07-11,,user_131,user_155,manager_06,HR,3.72,3.55,,0,8,8.5,-10,False
TASK_000583,Task 583: Fix new bug in compliance check system,Test advanced feature in performance monitoring environment. review and update routine documentation for payment processing process,Finance,Low,Completed,2025-07-14,2025-07-31,2025-08-03,user_093,user_086,manager_25,Sales,8.11,10.85,1.0,2,7,6.4,-28,False
TASK_000584,Task 584: Review and update critical documentation for security audit process,Fix advanced bug in payment processing system. design routine interface for performance monitoring application,HR,High,Completed,2025-08-25,2025-09-17,2025-09-14,user_147,user_073,manager_18,Sales,6.51,9.22,7.3,1,13,5.3,-70,False
TASK_000585,Task 585: Prepare critical presentation for data migration meeting,Create routine report for system integration stakeholders. optimize critical performance in workflow automation database,HR,High,Completed,2025-02-21,2025-02-23,2025-02-23,user_183,user_040,manager_22,Marketing,13.28,15.32,,2,8,6.9,115,False
TASK_000586,Task 586: Integrate comprehensive API with security audit service,Configure complex settings for inventory management deployment. validate urgent requirements for data migration project,Customer Support,Medium,In Progress,2025-06-17,2025-06-29,,user_129,user_074,manager_09,HR,,4.46,3.6,0,9,7.1,-1,False
TASK_000587,Task 587: Test streamlined feature in payment processing environment,Analyze critical data for client onboarding optimization. monitor advanced metrics for payment processing dashboard,Testing,High,Completed,2025-04-19,2025-04-22,,user_043,user_148,manager_02,Engineering,9.93,11.36,5.5,0,12,4.9,58,False
TASK_000588,Task 588: Monitor new metrics for inventory management dashboard,Configure routine settings for data migration deployment. develop urgent strategy for system integration campaign,Finance,Medium,In Progress,2025-02-19,2025-03-27,,user_191,user_002,manager_23,HR,41.65,54.13,4.7,0,7,8.0,117,True
TASK_000589,Task 589: Validate routine requirements for compliance check project,Implement complex functionality for the workflow automation module. design routine interface for security audit application,Documentation,Medium,In Progress,2025-01-25,2025-01-29,,user_091,user_014,manager_14,HR,13.36,13.34,7.9,3,6,7.6,142,True
